,광역시도,시도,20-39세여자,20-39세합계,65세 이상합계,인구수남자,인구수여자,인구수합계,소멸비율,소멸위기지역,ID
132,대전광역시,서구,72077.0,146089.0,49080.0,242044.0,248967.0,491011.0,2.937123064384678,False,대전 서구
133,대전광역시,유성구,51790.0,107801.0,25474.0,173072.0,170150.0,343222.0,4.066106618512993,False,대전 유성
134,대전광역시,중구,32108.0,66013.0,38468.0,125383.0,127107.0,252490.0,1.6693355516273267,False,대전 중구
135,부산광역시,강서구,16329.0,34216.0,12348.0,56287.0,52622.0,108909.0,2.6448007774538387,False,부산 강서
136,부산광역시,금정구,30945.0,65802.0,39482.0,120291.0,124333.0,244624.0,1.567549769515222,False,부산 금정
137,부산광역시,기장군,21569.0,43592.0,21056.0,78373.0,80154.0,158527.0,2.048727203647416,False,부산 기장
138,부산광역시,남구,34852.0,72464.0,45778.0,137096.0,141683.0,278779.0,1.5226528026562978,False,부산 남구
139,부산광역시,동구,9778.0,21217.0,20334.0,44516.0,45310.0,89826.0,0.961738959378381,True,부산 동구
140,부산광역시,동래구,34291.0,71076.0,40349.0,133890.0,138855.0,272745.0,1.6997199434930237,False,부산 동래
141,부산광역시,부산진구,52863.0,107863.0,60541.0,184213.0,192313.0,376526.0,1.7463537107084457,False,부산 부산진
142,부산광역시,북구,40630.0,85531.0,38522.0,154276.0,155926.0,310202.0,2.1094439541041483,False,부산 북구
143,부산광역시,사상구,30196.0,65246.0,30561.0,118419.0,114381.0,232800.0,1.9761133470763392,False,부산 사상
144,부산광역시,사하구,42333.0,90495.0,46778.0,167290.0,167313.0,334603.0,1.809953396895977,False,부산 사하
145,부산광역시,서구,13204.0,27370.0,23906.0,55469.0,57504.0,112973.0,1.1046599180122143,False,부산 서구
146,부산광역시,수영구,25153.0,50404.0,30831.0,85573.0,93751.0,179324.0,1.6316694236320586,False,부산 수영
147,부산광역시,연제구,27040.0,55185.0,31832.0,101330.0,105938.0,207268.0,1.6989193264639355,False,부산 연제
148,부산광역시,영도구,13183.0,28800.0,27192.0,62596.0,63766.0,126362.0,0.9696234186525448,True,부산 영도
149,부산광역시,중구,5300.0,11234.0,9700.0,22174.0,23034.0,45208.0,1.092783505154639,False,부산 중구
150,부산광역시,해운대구,53853.0,108220.0,56854.0,203814.0,216039.0,419853.0,1.8944313504766597,False,부산 해운대
151,서울특별시,강남구,94421.0,177897.0,61822.0,271604.0,295511.0,567115.0,3.054608391834622,False,서울 강남
152,서울특별시,강동구,65184.0,133231.0,53121.0,221118.0,223050.0,444168.0,2.454170666967866,False,서울 강동
153,서울특별시,강북구,44053.0,90832.0,53964.0,160861.0,166334.0,327195.0,1.632681046623675,False,서울 강북
154,서울특별시,강서구,96755.0,192884.0,70889.0,290478.0,305007.0,595485.0,2.729760611660484,False,서울 강서
155,서울특별시,관악구,91299.0,192261.0,66659.0,256143.0,250708.0,506851.0,2.7392850177770445,False,서울 관악
156,서울특별시,광진구,61477.0,121258.0,41292.0,174797.0,182418.0,357215.0,2.9776712196067034,False,서울 광진
157,서울특별시,구로구,63925.0,128841.0,55159.0,207667.0,209884.0,417551.0,2.317844776011168,False,서울 구로
158,서울특별시,금천구,33146.0,71323.0,31976.0,119885.0,115501.0,235386.0,2.073179884913685,False,서울 금천
159,서울특별시,노원구,77491.0,156929.0,70819.0,276333.0,291248.0,567581.0,2.1884240105056554,False,서울 노원
160,서울특별시,도봉구,46810.0,96133.0,50466.0,171238.0,176982.0,348220.0,1.8551103713391195,False,서울 도봉
161,서울특별시,동대문구,52791.0,109441.0,53301.0,177640.0,177429.0,355069.0,1.9808633984353012,False,서울 동대문
162,서울특별시,동작구,66487.0,133589.0,55052.0,196267.0,204730.0,400997.0,2.4154254159703554,False,서울 동작
163,서울특별시,마포구,66859.0,127897.0,48060.0,182162.0,197730.0,379892.0,2.782313774448606,False,서울 마포
